Date,BY11,BY12,BY13,BY14,LY21,LY22,LY23,LY24
1962-08-11,,,,,,,,,,,,,,,,
1962-08-21,,,,,,,,,,,,,,,,
1962-09-01,,,,,,,,,,,,,,,,
1962-09-11,,,,,,,,,,,,,,,,
1962-09-21,,,,,,,,,,,,,,,,
1962-10-01,,,,,,,,,,,,,,,,
1962-10-11,,,,,,,,,,,,,,,,
1962-10-21,,,,,,,,,,,,,,,,
1962-11-01,,,,,,,,,,,,,,,,
1962-11-11,,,,,,,,,,,,,,,,
1962-11-21,,,,,,,,,,,,,,,,
1962-12-01,,,,,,,,,,,,,,,,
1962-12-11,,,,,,,,,,,,,,,,
1962-12-21,,,,,,,,,,,,,,,,
1963-01-01,1489.85735479,1.00000000066,,,,,,,2.511346436,4.5309889174e-10,-0.50333252,4.68730831926e-10,-3.401068115,2.34365415963e-10,,
1963-01-11,,,,,,,,,,,,,,,,
1963-01-21,,,,,,,,,,,,,,,,
1963-02-01,,,,,,,,,,,,,,,,
1963-02-11,,,,,,,,,,,,,,,,
1963-02-21,,,,,,,,,,,,,,,,
1963-03-01,,,,,,,,,,,,,,,,
1963-03-11,,,,,,,,,,,,,,,,
1963-03-21,,,,,,,,,,,,,,,,
1963-04-01,,,,,,,,,,,,,,,,
1963-04-11,,,,,,,,,,,,,,,,
1963-04-21,,,,,,,,,,,,,,,,
1963-05-01,,,,,,,,,,,,,,,,
1963-05-11,,,,,,,,,,,,,,,,
1963-05-21,,,,,,,,,,,,,,,,
1963-06-01,,,,,,,,,,,,,,,,
1963-06-11,,,,,,,,,,,,,,,,
1963-06-21,,,,,,,,,,,,,,,,
1963-07-01,,,,,,,,,,,,,,,,
1963-07-11,,,,,,,,,,,,,,,,
1963-07-21,,,,,,,,,,,,,,,,
1963-08-01,,,,,,,,,,,,,,,,
1963-08-11,,,,,,,,,,,,,,,,
1963-08-21,,,,,,,,,,,,,,,,
1963-09-01,,,,,,,,,,,,,,,,
1963-09-11,,,,,,,,,,,,,,,,
1963-09-21,,,,,,,,,,,,,,,,
1963-10-01,,,,,,,,,,,,,,,,
1963-10-11,,,,,,,,,,,,,,,,
1963-10-21,,,,,,,,,,,,,,,,
1963-11-01,,,,,,,,,,,,,,,,
1963-11-11,,,,,,,,,,,,,,,,
1963-11-21,,,,,,,,,,,,,,,,
1963-12-01,,,,,,,,,,,,,,,,
1963-12-11,,,,,,,,,,,,,,,,
1963-12-21,,,,,,,,,,,,,,,,
1964-01-01,1490.06122521,1.00000000123,,,,,,,2.498895264,3.28100213665e-10,-0.544165039,6.25277607469e-11,-3.457342529,2.9689317671e-10,,
1964-01-11,,,,,,,,,,,,,,,,
1964-01-21,,,,,,,,,,,,,,,,
1964-02-01,,,,,,,,,,,,,,,,
1964-02-11,,,,,,,,,,,,,,,,
1964-02-21,,,,,,,,,,,,,,,,
1964-03-01,,,,,,,,,,,,,,,,
1964-03-11,,,,,,,,,,,,,,,,
1964-03-21,,,,,,,,,,,,,,,,
1964-04-01,,,,,,,,,,,,,,,,
1964-04-11,,,,,,,,,,,,,,,,
1964-04-21,,,,,,,,,,,,,,,,
1964-05-01,,,,,,,,,,,,,,,,
1964-05-11,,,,,,,,,,,,,,,,
1964-05-21,,,,,,,,,,,,,,,,
1964-06-01,,,,,,,,,,,,,,,,
1964-06-11,,,,,,,,,,,,,,,,
1964-06-21,,,,,,,,,,,,,,,,
1964-07-01,,,,,,,,,,,,,,,,
1964-07-11,,,,,,,,,,,,,,,,
1964-07-21,,,,,,,,,,,,,,,,
1964-08-01,,,,,,,,,,,,,,,,
1964-08-11,,,,,,,,,,,,,,,,
1964-08-21,,,,,,,,,,,,,,,,
1964-09-01,,,,,,,,,,,,,,,,
1964-09-11,,,,,,,,,,,,,,,,
1964-09-21,,,,,,,,,,,,,,,,
1964-10-01,,,,,,,,,,,,,,,,
1964-10-11,,,,,,,,,,,,,,,,
1964-10-21,,,,,,,,,,,,,,,,
1964-11-01,,,,,,,,,,,,,,,,
1964-11-11,,,,,,,,,,,,,,,,
1964-11-21,,,,,,,,,,,,,,,,
1964-12-01,,,,,,,,,,,,,,,,
1964-12-11,,,,,,,,,,,,,,,,
1964-12-21,,,,,,,,,,,,,,,,
1965-01-01,1371.80456962,1.00000000085,,,,,,,2.605554199,2.18733475776e-10,-0.451452637,2.81261236523e-10,-3.384436035,1.56262558448e-10,,
1965-01-11,,,,,,,,,,,,,,,,
1965-01-21,,,,,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,,,,,
1965-02-11,,,,,,,,,,,,,,,,
1965-02-21,,,,,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,,,,,
1965-03-11,,,,,,,,,,,,,,,,
1965-03-21,,,,,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,,,,,
1965-04-11,,,,,,,,,,,,,,,,
1965-04-21,,,,,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,,,,,
1965-05-11,,,,,,,,,,,,,,,,
1965-05-21,,,,,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,,,,,
1965-06-11,,,,,,,,,,,,,,,,
1965-06-21,,,,,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,,,,,
1965-07-11,,,,,,,,,,,,,,,,
1965-07-21,,,,,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,,,,,
1965-08-11,,,,,,,,,,,,,,,,
1965-08-21,,,,,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,,,,,
1965-09-11,,,,,,,,,,,,,,,,
1965-09-21,,,,,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,,,,,
1965-10-11,,,,,,,,,,,,,,,,
1965-10-21,,,,,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,,,,,
1965-11-11,,,,,,,,,,,,,,,,
1965-11-21,,,,,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,,,,,
1965-12-11,,,,,,,,,,,,,,,,
1965-12-21,,,,,,,,,,,,,,,,
1966-01-01,1362.89863354,1.00000000099,,,,,,,2.696221924,1.71894498635e-10,-0.383825684,4.06259914598e-10,-3.32767334,1.56262558448e-10,,
1966-01-11,,,,,,,,,,,,,,,,
1966-01-21,,,,,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,,,,,
1966-02-11,,,,,,,,,,,,,,,,
1966-02-21,,,,,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,,,,,
1966-03-11,,,,,,,,,,,,,,,,
1966-03-21,,,,,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,,,,,
1966-04-11,,,,,,,,,,,,,,,,
1966-04-21,,,,,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,,,,,
1966-05-11,,,,,,,,,,,,,,,,
1966-05-21,,,,,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,,,,,
1966-06-11,,,,,,,,,,,,,,,,
1966-06-21,,,,,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,,,,,
1966-07-11,,,,,,,,,,,,,,,,
1966-07-21,,,,,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,,,,,
1966-08-11,,,,,,,,,,,,,,,,
1966-08-21,,,,,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,,,,,
1966-09-11,,,,,,,,,,,,,,,,
1966-09-21,,,,,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,,,,,
1966-10-11,,,,,,,,,,,,,,,,
1966-10-21,,,,,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,,,,,
1966-11-11,,,,,,,,,,,,,,,,
1966-11-21,,,,,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,,,,,
1966-12-11,,,,,,,,,,,,,,,,
1966-12-21,,,,,,,,,,,,,,,,
1967-01-01,1483.60184878,1.00000000113,,,,,,,2.76973877,4.68730831926e-10,-0.294683838,1.09366737888e-10,-3.234686279,2.9689317671e-10,,
1967-01-11,,,,,,,,,,,,,,,,
1967-01-21,,,,,,,,,,,,,,,,
1967-02-01,,,,,,,,,,,,,,,,
1967-02-11,,,,,,,,,,,,,,,,
1967-02-21,,,,,,,,,,,,,,,,
1967-03-01,,,,,,,,,,,,,,,,
1967-03-11,,,,,,,,,,,,,,,,
1967-03-21,,,,,,,,,,,,,,,,
1967-04-01,,,,,,,,,,,,,,,,
1967-04-11,,,,,,,,,,,,,,,,
1967-04-21,,,,,,,,,,,,,,,,
1967-05-01,,,,,,,,,,,,,,,,
1967-05-11,,,,,,,,,,,,,,,,
1967-05-21,,,,,,,,,,,,,,,,
1967-06-01,,,,,,,,,,,,,,,,
1967-06-11,,,,,,,,,,,,,,,,
1967-06-21,,,,,,,,,,,,,,,,
1967-07-01,,,,,,,,,,,,,,,,
1967-07-11,,,,,,,,,,,,,,,,
1967-07-21,,,,,,,,,,,,,,,,
1967-08-01,,,,,,,,,,,,,,,,
1967-08-11,,,,,,,,,,,,,,,,
1967-08-21,,,,,,,,,,,,,,,,
1967-09-01,,,,,,,,,,,,,,,,
1967-09-11,,,,,,,,,,,,,,,,
1967-09-21,,,,,,,,,,,,,,,,
1967-10-01,,,,,,,,,,,,,,,,
1967-10-11,,,,,,,,,,,,,,,,
1967-10-21,,,,,,,,,,,,,,,,
1967-11-01,,,,,,,,,,,,,,,,
1967-11-11,,,,,,,,,,,,,,,,
1967-11-21,,,,,,,,,,,,,,,,
1967-12-01,,,,,,,,,,,,,,,,
1967-12-11,,,,,,,,,,,,,,,,
1967-12-21,,,,,,,,,,,,,,,,
1968-01-01,1470.66003574,1.00000000095,,,,,,,2.679223633,1.87526438822e-10,-0.383581543,3.12638803734e-11,-3.32098999,2.34365415963e-10,,
1968-01-11,,,,,,,,,,,,,,,,
1968-01-21,,,,,,,,,,,,,,,,
1968-02-01,,,,,,,,,,,,,,,,
1968-02-11,,,,,,,,,,,,,,,,
1968-02-21,,,,,,,,,,,,,,,,
1968-03-01,,,,,,,,,,,,,,,,
1968-03-11,,,,,,,,,,,,,,,,
1968-03-21,,,,,,,,,,,,,,,,
1968-04-01,,,,,,,,,,,,,,,,
1968-04-11,,,,,,,,,,,,,,,,
1968-04-21,,,,,,,,,,,,,,,,
1968-05-01,,,,,,,,,,,,,,,,
1968-05-11,,,,,,,,,,,,,,,,
1968-05-21,,,,,,,,,,,,,,,,
1968-06-01,,,,,,,,,,,,,,,,
1968-06-11,,,,,,,,,,,,,,,,
1968-06-21,,,,,,,,,,,,,,,,
1968-07-01,,,,,,,,,,,,,,,,
1968-07-11,,,,,,,,,,,,,,,,
1968-07-21,,,,,,,,,,,,,,,,
1968-08-01,,,,,,,,,,,,,,,,
1968-08-11,,,,,,,,,,,,,,,,
1968-08-21,,,,,,,,,,,,,,,,
1968-09-01,,,,,,,,,,,,,,,,
1968-09-11,,,,,,,,,,,,,,,,
1968-09-21,,,,,,,,,,,,,,,,
1968-10-01,,,,,,,,,,,,,,,,
1968-10-11,,,,,,,,,,,,,,,,
1968-10-21,,,,,,,,,,,,,,,,
1968-11-01,,,,,,,,,,,,,,,,
1968-11-11,,,,,,,,,,,,,,,,
1968-11-21,,,,,,,,,,,,,,,,
1968-12-01,,,,,,,,,,,,,,,,
1968-12-11,,,,,,,,,,,,,,,,
1968-12-21,,,,,,,,,,,,,,,,
1969-01-01,1571.67111309,1.00000000126,,,,,,,2.298883057,3.59364094038e-10,-0.680212402,3.43732153851e-10,-3.544592285,1.56262558448e-10,,
1969-01-11,,,,,,,,,,,,,,,,
1969-01-21,,,,,,,,,,,,,,,,
1969-02-01,,,,,,,,,,,,,,,,
1969-02-11,,,,,,,,,,,,,,,,
1969-02-21,,,,,,,,,,,,,,,,
1969-03-01,,,,,,,,,,,,,,,,
1969-03-11,,,,,,,,,,,,,,,,
1969-03-21,,,,,,,,,,,,,,,,
1969-04-01,,,,,,,,,,,,,,,,
1969-04-11,,,,,,,,,,,,,,,,
1969-04-21,,,,,,,,,,,,,,,,
1969-05-01,,,,,,,,,,,,,,,,
1969-05-11,,,,,,,,,,,,,,,,
1969-05-21,,,,,,,,,,,,,,,,
1969-06-01,,,,,,,,,,,,,,,,
1969-06-11,,,,,,,,,,,,,,,,
1969-06-21,,,,,,,,,,,,,,,,
1969-07-01,,,,,,,,,,,,,,,,
1969-07-11,,,,,,,,,,,,,,,,
1969-07-21,,,,,,,,,,,,,,,,
1969-08-01,,,,,,,,,,,,,,,,
1969-08-11,,,,,,,,,,,,,,,,
1969-08-21,,,,,,,,,,,,,,,,
1969-09-01,,,,,,,,,,,,,,,,
1969-09-11,,,,,,,,,,,,,,,,
1969-09-21,,,,,,,,,,,,,,,,
1969-10-01,,,,,,,,,,,,,,,,
1969-10-11,,,,,,,,,,,,,,,,
1969-10-21,,,,,,,,,,,,,,,,
1969-11-01,,,,,,,,,,,,,,,,
1969-11-11,,,,,,,,,,,,,,,,
1969-11-21,,,,,,,,,,,,,,,,
1969-12-01,,,,,,,,,,,,,,,,
1969-12-11,,,,,,,,,,,,,,,,
1969-12-21,,,,,,,,,,,,,,,,
1970-01-01,1474.5728103,1.00000000145,,,,,,,2.376794434,4.06259914598e-10,-0.657537842,2.0310153559e-10,-3.556341553,2.65629296337e-10,,
1970-01-11,,,,,,,,,,,,,,,,
1970-01-21,,,,,,,,,,,,,,,,
1970-02-01,,,,,,,,,,,,,,,,
1970-02-11,,,,,,,,,,,,,,,,
1970-02-21,,,,,,,,,,,,,,,,
1970-03-01,,,,,,,,,,,,,,,,
1970-03-11,,,,,,,,,,,,,,,,
1970-03-21,,,,,,,,,,,,,,,,
1970-04-01,,,,,,,,,,,,,,,,
1970-04-11,,,,,,,,,,,,,,,,
1970-04-21,,,,,,,,,,,,,,,,
1970-05-01,,,,,,,,,,,,,,,,
1970-05-11,,,,,,,,,,,,,,,,
1970-05-21,,,,,,,,,,,,,,,,
1970-06-01,,,,,,,,,,,,,,,,
1970-06-11,,,,,,,,,,,,,,,,
1970-06-21,,,,,,,,,,,,,,,,
1970-07-01,,,,,,,,,,,,,,,,
1970-07-11,,,,,,,,,,,,,,,,
1970-07-21,,,,,,,,,,,,,,,,
1970-08-01,,,,,,,,,,,,,,,,
1970-08-11,,,,,,,,,,,,,,,,
1970-08-21,,,,,,,,,,,,,,,,
1970-09-01,,,,,,,,,,,,,,,,
1970-09-11,,,,,,,,,,,,,,,,
1970-09-21,,,,,,,,,,,,,,,,
1970-10-01,,,,,,,,,,,,,,,,
1970-10-11,,,,,,,,,,,,,,,,
1970-10-21,,,,,,,,,,,,,,,,
1970-11-01,,,,,,,,,,,,,,,,
1970-11-11,,,,,,,,,,,,,,,,
1970-11-21,,,,,,,,,,,,,,,,
1970-12-01,,,,,,,,,,,,,,,,
1970-12-11,,,,,,,,,,,,,,,,
1970-12-21,,,,,,,,,,,,,,,,
1971-01-01,1587.73580323,1.0000000001,,,,,,,1.927056885,2.34365415963e-10,-1.026647949,2.18733475776e-10,-3.870214844,2.4999735615e-10,,
1971-01-11,,,,,,,,,,,,,,,,
1971-01-21,,,,,,,,,,,,,,,,
1971-02-01,,,,,,,,,,,,,,,,
1971-02-11,,,,,,,,,,,,,,,,
1971-02-21,,,,,,,,,,,,,,,,
1971-03-01,,,,,,,,,,,,,,,,
1971-03-11,,,,,,,,,,,,,,,,
1971-03-21,,,,,,,,,,,,,,,,
1971-04-01,,,,,,,,,,,,,,,,
1971-04-11,,,,,,,,,,,,,,,,
1971-04-21,,,,,,,,,,,,,,,,
1971-05-01,,,,,,,,,,,,,,,,
1971-05-11,,,,,,,,,,,,,,,,
1971-05-21,,,,,,,,,,,,,,,,
1971-06-01,,,,,,,,,,,,,,,,
1971-06-11,,,,,,,,,,,,,,,,
1971-06-21,,,,,,,,,,,,,,,,
1971-07-01,,,,,,,,,,,,,,,,
1971-07-11,,,,,,,,,,,,,,,,
1971-07-21,,,,,,,,,,,,,,,,
1971-08-01,,,,,,,,,,,,,,,,
1971-08-11,,,,,,,,,,,,,,,,
1971-08-21,,,,,,,,,,,,,,,,
1971-09-01,,,,,,,,,,,,,,,,
1971-09-11,,,,,,,,,,,,,,,,
1971-09-21,,,,,,,,,,,,,,,,
1971-10-01,,,,,,,,,,,,,,,,
1971-10-11,,,,,,,,,,,,,,,,
1971-10-21,,,,,,,,,,,,,,,,
1971-11-01,,,,,,,,,,,,,,,,
1971-11-11,,,,,,,,,,,,,,,,
1971-11-21,,,,,,,,,,,,,,,,
1971-12-01,,,,,,,,,,,,,,,,
1971-12-11,,,,,,,,,,,,,,,,
1971-12-21,,,,,,,,,,,,,,,,
1972-01-01,1411.33604054,1.00000000024,,,,,,,2.64473877,4.68730831926e-10,-0.432348633,1.87526438822e-10,-3.36472168,3.12525116897e-10,,
1972-01-11,,,,,,,,,,,,,,,,
1972-01-21,,,,,,,,,,,,,,,,
1972-02-01,,,,,,,,,,,,,,,,
1972-02-11,,,,,,,,,,,,,,,,
1972-02-21,,,,,,,,,,,,,,,,
1972-03-01,,,,,,,,,,,,,,,,
1972-03-11,,,,,,,,,,,,,,,,
1972-03-21,,,,,,,,,,,,,,,,
1972-04-01,,,,,,,,,,,,,,,,
1972-04-11,,,,,,,,,,,,,,,,
1972-04-21,,,,,,,,,,,,,,,,
1972-05-01,,,,,,,,,,,,,,,,
1972-05-11,,,,,,,,,,,,,,,,
1972-05-21,,,,,,,,,,,,,,,,
1972-06-01,,,,,,,,,,,,,,,,
1972-06-11,,,,,,,,,,,,,,,,
1972-06-21,,,,,,,,,,,,,,,,
1972-07-01,,,,,,,,,,,,,,,,
1972-07-11,,,,,,,,,,,,,,,,
1972-07-21,,,,,,,,,,,,,,,,
1972-08-01,,,,,,,,,,,,,,,,
1972-08-11,,,,,,,,,,,,,,,,
1972-08-21,,,,,,,,,,,,,,,,
1972-09-01,,,,,,,,,,,,,,,,
1972-09-11,,,,,,,,,,,,,,,,
1972-09-21,,,,,,,,,,,,,,,,
1972-10-01,,,,,,,,,,,,,,,,
1972-10-11,,,,,,,,,,,,,,,,
1972-10-21,,,,,,,,,,,,,,,,
1972-11-01,,,,,,,,,,,,,,,,
1972-11-11,,,,,,,,,,,,,,,,
1972-11-21,,,,,,,,,,,,,,,,
1972-12-01,,,,,,,,,,,,,,,,
1972-12-11,,,,,,,,,,,,,,,,
1972-12-21,,,,,,,,,,,,,,,,
1973-01-01,1389.09133496,1.00000000136,,,,,,,3.04329834,1.56262558448e-10,-0.052862549,1.71894498635e-10,-3.019476318,3.59364094038e-10,,
1973-01-11,,,,,,,,,,,,,,,,
1973-01-21,,,,,,,,,,,,,,,,
1973-02-01,,,,,,,,,,,,,,,,
1973-02-11,,,,,,,,,,,,,,,,
1973-02-21,,,,,,,,,,,,,,,,
1973-03-01,,,,,,,,,,,,,,,,
1973-03-11,,,,,,,,,,,,,,,,
1973-03-21,,,,,,,,,,,,,,,,
1973-04-01,,,,,,,,,,,,,,,,
1973-04-11,,,,,,,,,,,,,,,,
1973-04-21,,,,,,,,,,,,,,,,
1973-05-01,,,,,,,,,,,,,,,,
1973-05-11,,,,,,,,,,,,,,,,
1973-05-21,,,,,,,,,,,,,,,,
1973-06-01,,,,,,,,,,,,,,,,
1973-06-11,,,,,,,,,,,,,,,,
1973-06-21,,,,,,,,,,,,,,,,
1973-07-01,,,,,,,,,,,,,,,,
1973-07-11,,,,,,,,,,,,,,,,
1973-07-21,,,,,,,,,,,,,,,,
1973-08-01,,,,,,,,,,,,,,,,
1973-08-11,,,,,,,,,,,,,,,,
1973-08-21,,,,,,,,,,,,,,,,
1973-09-01,,,,,,,,,,,,,,,,
1973-09-11,,,,,,,,,,,,,,,,
1973-09-21,,,,,,,,,,,,,,,,
1973-10-01,,,,,,,,,,,,,,,,
1973-10-11,,,,,,,,,,,,,,,,
1973-10-21,,,,,,,,,,,,,,,,
1973-11-01,,,,,,,,,,,,,,,,
1973-11-11,,,,,,,,,,,,,,,,
1973-11-21,,,,,,,,,,,,,,,,
1973-12-01,,,,,,,,,,,,,,,,
1973-12-11,,,,,,,,,,,,,,,,
1973-12-21,,,,,,,,,,,,,,,,
1974-01-01,1414.6865366,1.00000000032,,,,,,,2.450830078,1.24998678075e-10,-0.653234863,2.81261236523e-10,-3.610754395,4.68730831926e-10,,
1974-01-11,,,,,,,,,,,,,,,,
1974-01-21,,,,,,,,,,,,,,,,
1974-02-01,,,,,,,,,,,,,,,,
1974-02-11,,,,,,,,,,,,,,,,
1974-02-21,,,,,,,,,,,,,,,,
1974-03-01,,,,,,,,,,,,,,,,
1974-03-11,,,,,,,,,,,,,,,,
1974-03-21,,,,,,,,,,,,,,,,
1974-04-01,,,,,,,,,,,,,,,,
1974-04-11,,,,,,,,,,,,,,,,
1974-04-21,,,,,,,,,,,,,,,,
1974-05-01,,,,,,,,,,,,,,,,
1974-05-11,,,,,,,,,,,,,,,,
1974-05-21,,,,,,,,,,,,,,,,
1974-06-01,,,,,,,,,,,,,,,,
1974-06-11,,,,,,,,,,,,,,,,
1974-06-21,,,,,,,,,,,,,,,,
1974-07-01,,,,,,,,,,,,,,,,
1974-07-11,,,,,,,,,,,,,,,,
1974-07-21,,,,,,,,,,,,,,,,
1974-08-01,,,,,,,,,,,,,,,,
1974-08-11,,,,,,,,,,,,,,,,
1974-08-21,,,,,,,,,,,,,,,,
1974-09-01,,,,,,,,,,,,,,,,
1974-09-11,,,,,,,,,,,,,,,,
1974-09-21,,,,,,,,,,,,,,,,
1974-10-01,,,,,,,,,,,,,,,,
1974-10-11,,,,,,,,,,,,,,,,
1974-10-21,,,,,,,,,,,,,,,,
1974-11-01,,,,,,,,,,,,,,,,
1974-11-11,,,,,,,,,,,,,,,,
1974-11-21,,,,,,,,,,,,,,,,
1974-12-01,,,,,,,,,,,,,,,,
1974-12-11,,,,,,,,,,,,,,,,
1974-12-21,,,,,,,,,,,,,,,,
1975-01-01,1575.00141715,1.0000000015,,,,,,,2.288354492,1.87526438822e-10,-0.693823242,1.87526438822e-10,-3.555029297,1.24998678075e-10,,
1975-01-11,,,,,,,,,,,,,,,,
1975-01-21,,,,,,,,,,,,,,,,
1975-02-01,,,,,,,,,,,,,,,,
1975-02-11,,,,,,,,,,,,,,,,
1975-02-21,,,,,,,,,,,,,,,,
1975-03-01,,,,,,,,,,,,,,,,
1975-03-11,,,,,,,,,,,,,,,,
1975-03-21,,,,,,,,,,,,,,,,
1975-04-01,,,,,,,,,,,,,,,,
1975-04-11,,,,,,,,,,,,,,,,
1975-04-21,,,,,,,,,,,,,,,,
1975-05-01,,,,,,,,,,,,,,,,
1975-05-11,,,,,,,,,,,,,,,,
1975-05-21,,,,,,,,,,,,,,,,
1975-06-01,,,,,,,,,,,,,,,,
1975-06-11,,,,,,,,,,,,,,,,
1975-06-21,,,,,,,,,,,,,,,,
1975-07-01,,,,,,,,,,,,,,,,
1975-07-11,,,,,,,,,,,,,,,,
1975-07-21,,,,,,,,,,,,,,,,
1975-08-01,,,,,,,,,,,,,,,,
1975-08-11,,,,,,,,,,,,,,,,
1975-08-21,,,,,,,,,,,,,,,,
1975-09-01,,,,,,,,,,,,,,,,
1975-09-11,,,,,,,,,,,,,,,,
1975-09-21,,,,,,,,,,,,,,,,
1975-10-01,,,,,,,,,,,,,,,,
1975-10-11,,,,,,,,,,,,,,,,
1975-10-21,,,,,,,,,,,,,,,,
1975-11-01,,,,,,,,,,,,,,,,
1975-11-11,,,,,,,,,,,,,,,,
1975-11-21,,,,,,,,,,,,,,,,
1975-12-01,,,,,,,,,,,,,,,,
1975-12-11,,,,,,,,,,,,,,,,
1975-12-21,,,,,,,,,,,,,,,,
1976-01-01,1432.79234012,1.00000000031,,,,,,,2.70534668,3.12525116897e-10,-0.312872314,4.5309889174e-10,-3.208044434,4.06259914598e-10,,
1976-01-11,,,,,,,,,,,,,,,,
1976-01-21,,,,,,,,,,,,,,,,
1976-02-01,,,,,,,,,,,,,,,,
1976-02-11,,,,,,,,,,,,,,,,
1976-02-21,,,,,,,,,,,,,,,,
1976-03-01,,,,,,,,,,,,,,,,
1976-03-11,,,,,,,,,,,,,,,,
1976-03-21,,,,,,,,,,,,,,,,
1976-04-01,,,,,,,,,,,,,,,,
1976-04-11,,,,,,,,,,,,,,,,
1976-04-21,,,,,,,,,,,,,,,,
1976-05-01,,,,,,,,,,,,,,,,
1976-05-11,,,,,,,,,,,,,,,,
1976-05-21,,,,,,,,,,,,,,,,
1976-06-01,,,,,,,,,,,,,,,,
1976-06-11,,,,,,,,,,,,,,,,
1976-06-21,,,,,,,,,,,,,,,,
1976-07-01,,,,,,,,,,,,,,,,
1976-07-11,,,,,,,,,,,,,,,,
1976-07-21,,,,,,,,,,,,,,,,
1976-08-01,,,,,,,,,,,,,,,,
1976-08-11,,,,,,,,,,,,,,,,
1976-08-21,,,,,,,,,,,,,,,,
1976-09-01,,,,,,,,,,,,,,,,
1976-09-11,,,,,,,,,,,,,,,,
